"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.HighLevel","Answer.LowLevel1","Answer.LowLevel2","Answer.LowLevel3","Answer.LowLevel4","Approve","Reject"
"386659BNTL43B1BZ3P0CUFCV3E110U","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:33 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:24 PDT 2018","","","3HL8HNGX46OFJURE0M3S1BD4LS6F95","A1USYYS8TPQ31A","Rejected","Thu Jul 12 01:02:20 PDT 2018","Thu Jul 12 01:04:18 PDT 2018","Sun Jul 15 01:04:18 PDT 2018","","Fri Jul 13 09:24:24 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","118","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.statefarm.pocketagent-screens/screenshot_6.png","This screen shows a horizontal scrolling view of text and graphics demonstrating app features.","To the bottom left of the screen is a skip button, to escape the scrolling view.","To the bottom center of the screen is a scrolling view indicator.","To the bottom right of the screen is a next arrow button.","This HIT cannot be submitted without text here.","",""
"3SBX2M1TKDA8RTDH75DT7JAGS28Q4T","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:57:39 PDT 2018","","","36U2A8VAG2M50HR099M5G5YZ1CJYKH","A3UCAJPHZLEO30","Rejected","Mon Jul 09 16:28:28 PDT 2018","Mon Jul 09 16:32:33 PDT 2018","Thu Jul 12 16:32:33 PDT 2018","","Thu Jul 12 10:57:39 PDT 2018","Most of the low level descriptions don't have spatial references","245","27% (7/26)","27% (7/26)","27% (7/26)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mcu.iVMS-screens/screenshot_2.png","Screen allows user to select a Region","At the top middle section of the screen is a guiding label informing the user to select region. Below it is the region textbox with an edit icon showing that it is editable.","To select a region, user taps the edit icon, and a dropdown shows up with the regions.","User can select a name from the list.","To dismiss the selection, user can click on the Cancel button.","",""
"3X55NP42EO329LTY7ETLX9S096R3PV","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:33 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 13:57:05 PDT 2018","","","3JMSRU9HQJHLAN4L8COIBBH0Z8DEVG","A1USYYS8TPQ31A","Rejected","Tue Jul 10 22:40:43 PDT 2018","Tue Jul 10 22:45:38 PDT 2018","Fri Jul 13 22:45:38 PDT 2018","","Thu Jul 12 13:57:05 PDT 2018","None of the low level descriptions describe functionality.","295","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.editor.photo.cartooon-screens/screenshot_4.png","The screen shows a request to provide a star rating for an app, with an advertisement, overlaid over a vacant app interface","The top left of the screen holds an obscured back button","The top right of the screen holds a star or favorite button, and an overflow button","The center of the screen contains a box with 5 star rating buttons, and a button to decline rating","Beneath the rating buttons are three image advertisement buttons","",""
"3M47JKRKCXOG0CHZ4ZP8IQ9UUNT86M","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:26 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 10:57:43 PDT 2018","","","3D3VGR7TA12Q7I77A82CRNO0N433RW","A8MS16K2ILYHR","Rejected","Mon Jul 09 18:45:53 PDT 2018","Mon Jul 09 18:49:20 PDT 2018","Thu Jul 12 18:49:20 PDT 2018","","Thu Jul 12 10:57:42 PDT 2018","Most of the low level descriptions do not describe functionality.","207","67% (2/3)","67% (2/3)","67% (2/3)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.mealime-screens/screenshot_1.png","This screen is the main first screen for Mealime to log in or sign up.","It says Mealime in the center of the page.","There is a green button that says get started in the center of the page.","It says already a member? in black in the center of the page.","There is a log in option in green in the center of the page.","",""
"3LVTFB9DE55O396126FUG87JI7IGQ7","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:41 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 07:34:50 PDT 2018","","","3F6HPJW4JEN6UWSA52YDVCRP9HO2WH","A2C27YTQSQ1GXS","Rejected","Wed Jul 11 08:55:07 PDT 2018","Wed Jul 11 08:56:22 PDT 2018","Sat Jul 14 08:56:22 PDT 2018","","Fri Jul 13 07:34:50 PDT 2018","High number of poor quality submissions. It is obvious this worker did not read the instructions.","75","0% (0/13)","0% (0/13)","0% (0/13)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.afty.geekchat-screens/screenshot_4.png","This means you need to upgrade your app","Upgrade app","Warning","Upgrade your app","You won't be able to use the app unless you upgrade","",""
"3INZSNUD80DFZQFOJE30OSEXVFY9D4","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:41 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:23 PDT 2018","","","3EF8EXOTT2IDZRAFFZFK13NCFHSJ1H","A1USYYS8TPQ31A","Rejected","Wed Jul 11 17:14:38 PDT 2018","Wed Jul 11 17:17:52 PDT 2018","Sat Jul 14 17:17:52 PDT 2018","","Fri Jul 13 09:24:23 PDT 2018","Most of the low level descriptions do not describe functionality (see the examples in the instructions).","194","50% (29/58)","50% (29/58)","50% (29/58)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.keerby.videotomp3-screens/screenshot_4.png","The screen shows an interface to convert the audio track from video, to mp3 with a video player and timecode interface.","To the top right of the screen is a Select Video button, an Extract Audio button, and an action overflow button.","To the center of the screen is an icon and message which may also be a file selection button.","To the bottom of the screen is an unpopulated video time indicator.","This HIT will not submit without details here.","",""
"3NCN4N1H1G479VLY6SVZB3LHXJ2NB9","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:12 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 07:34:51 PDT 2018","","","3G0WWMR1UW7XZLLHFCXRVBC1WBDNQ4","A2C27YTQSQ1GXS","Rejected","Wed Jul 11 11:44:59 PDT 2018","Wed Jul 11 11:46:42 PDT 2018","Sat Jul 14 11:46:42 PDT 2018","","Fri Jul 13 07:34:51 PDT 2018","High number of poor quality submissions. It is obvious this worker did not read the instructions.","103","0% (0/13)","0% (0/13)","0% (0/13)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.animalsound140-screens/screenshot_2.png","this is sounds of various animals to listen to","animal sounds","rate animal sounds","list of animals sounds","animals","",""
"31KPKEKW4A04OZTR5MT10RP4PQS0BC","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:26 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 08:42:54 PDT 2018","","","3TPZPLC3M1Z5V5RSXGYNMSOMNIP3P9","A4TH0P4UFF7I7","Rejected","Thu Jul 12 09:05:05 PDT 2018","Thu Jul 12 09:08:18 PDT 2018","Sun Jul 15 09:08:18 PDT 2018","","Fri Jul 13 08:42:53 PDT 2018","99% of this worker's submissions blatantly disregarded the task. Descriptions consistently lack functionality, and the bottom bar is described in virtually every one of his descriptions, even the instructions say not to do so.","193","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jb.gokeyboard-screens/screenshot_1.png","This is the splash screen of an app that you can use to choose different options","The main app is in the background, greyed out by the popup","You can pick an option of the keyboard to continue","There is a greyed out option at the bottom that will light up once the former option I completed","There is a persistent navigation bar at the bottom for the OS","",""
"3UL5XDRDNC6KH8HLZGF3QKVUYSI583","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:16 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:24 PDT 2018","","","31IBVUNM9TMDG14H3N8OTT20BFXVFW","A1RUVNHVHDUGK3","Rejected","Wed Jul 11 20:50:29 PDT 2018","Wed Jul 11 20:56:19 PDT 2018","Sat Jul 14 20:56:19 PDT 2018","","Fri Jul 13 09:24:24 PDT 2018","Your descriptions other were good, but low level 3 is wrong (should be bottom right, not left)","350","50% (1/2)","50% (1/2)","50% (1/2)","http://173.255.245.197:8080/GEMMA-CP/Clarity/net.estatesales.estatesales-screens/screenshot_2.png","Screen allows the user to view maps of set locations.","In the top left corner there is a Navicon button the allows user access to a drop down menu","Below the Navicon is a toolbar that runs the length of the screen from left to right with that allows the user to see their favorite maps, and maps of today, tomorrow, and 7-days from now","In the bottom left corner there is an icon that allows the user to refresh the screen","Below the refresh button is a home button that allows the user to return to the application Home Screen.","",""
"39TX062QX1B7IUVPT532RME3B5ZX3C","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:13 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 08:42:54 PDT 2018","","","3SNVL38CI5FSXEQVDH4GJE6HZLMKCD","A4TH0P4UFF7I7","Rejected","Thu Jul 12 08:53:04 PDT 2018","Thu Jul 12 08:54:26 PDT 2018","Sun Jul 15 08:54:26 PDT 2018","","Fri Jul 13 08:42:53 PDT 2018","99% of this worker's submissions blatantly disregarded the task. Descriptions consistently lack functionality, and the bottom bar is described in virtually every one of his descriptions, even the instructions say not to do so.","82","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.portablepixels.smokefree-screens/screenshot_4.png","This is a page of an app that is giving the user some sort of achievement","There is a title at the top describing what the achievement is","There is a green check in the middle of the image","There is a tap to begin in the bottom that you can tap to continue","There is a persistent navigation bar at the bottom for the OS","",""
"3S829FDFT2O50MXMMU9E4V0F2IPDXR","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:34 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 07:34:51 PDT 2018","","","3QJOXOW4XKE2K0ACUKNROFYN8IGEMK","A2C27YTQSQ1GXS","Rejected","Wed Jul 11 11:48:45 PDT 2018","Wed Jul 11 11:51:34 PDT 2018","Sat Jul 14 11:51:34 PDT 2018","","Fri Jul 13 07:34:50 PDT 2018","High number of poor quality submissions. It is obvious this worker did not read the instructions.","169","0% (0/13)","0% (0/13)","0% (0/13)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.Nelnet.nelnetmmaapp-screens/screenshot_1.png","screen allows you to login to your account","you can select to login as a borrower or an authorized player","you can enter your username","this is also a link to register","if you forget your username you can click the page on the bottom to get it sent to your email","",""
"36FQTHX3Z3E05RSOO9BK2PNBS2CB3I","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:34 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Thu Aug 02 09:24:12 PDT 2018","","","3L6L49WXW1KMKRSDDFUSYRBA9XQ547","A3UCAJPHZLEO30","Rejected","Wed Jul 11 05:42:01 PDT 2018","Wed Jul 11 05:47:43 PDT 2018","Sat Jul 14 05:47:43 PDT 2018","","Fri Jul 13 09:24:12 PDT 2018","High Level caption does not describe the screen's functionality (see the examples in the instructions).","342","27% (7/26)","27% (7/26)","27% (7/26)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.serve.mobile-screens/screenshot_1.png","Behind the error message the screen provides the user with a serve page.","The screen offers the user with an error message after trying out a service known as serve","Below the error message the screen provides the user with the Ok button","At the bottom of  the screen to the left,there is the back button that directs the user to the previous page.The e","The screen provides the user with the number to reach customer service in the error message.","",""
"3S37Y8CWI8NDBQ93JECZZ8S2G3PW43","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:26 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Wed Aug 01 20:30:02 PDT 2018","","","34V1S5K3GTOJ01Y3ZT0O750QRFR69M","A4TH0P4UFF7I7","Rejected","Tue Jul 10 10:13:52 PDT 2018","Tue Jul 10 10:15:22 PDT 2018","Fri Jul 13 10:15:22 PDT 2018","","Thu Jul 12 20:30:02 PDT 2018","Most of the low level descriptions don't contain functionality descriptions","90","30% (22/74)","30% (22/74)","30% (22/74)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.wachanga.babycare-screens/screenshot_1.png","This is a splash screen that will allow you to select a year from a list of options","The main app is in the background, greyed out by the popup","There is the top portion of the pop up indicating the selected date","Underneath is a few selectable options","There is a persistent navigation bar at the bottom for the OS","",""
"3KG2UQJ0MJBUD1NNPASP6SGGJJ3NQL","3TLBHISGTP8KF30SRGWBACU99N6BAM","Describe Functionality of Mobile GUIs (~2-4 min)","Please view and describe the the functionality of the screenshot of a mobile application","image, tag, picture, tagging, screenshot, mobile, application, user, interface, functionality","$0.20","Mon Jul 09 14:04:18 PDT 2018","2","BatchId:3296283;OriginalHitTemplateId:862366346;","3600","259200","Mon Jul 30 06:15:39 PDT 2018","","","36PW28KO40J1IZ1NXHXMFO3NESBEA2","A2QE7F8TI3NAGI","Rejected","Tue Jul 10 03:52:21 PDT 2018","Tue Jul 10 03:53:31 PDT 2018","Fri Jul 13 03:53:31 PDT 2018","","Tue Jul 10 06:15:39 PDT 2018","One word answers that have nothing to do with the assignment","70","0% (0/4)","0% (0/4)","0% (0/4)","http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cube.arc.fa-screens/screenshot_4.png","nothing","nothing","nothing","nothing","nothing","",""
