"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cheerfulinc.flipagram-screens/screenshot_2.png","screen show home page for flipagram","in bottom of the screen already have an account link is given for user have an account","in bottom of the screen sign in link is given for sign in the flipagram","in bottom of the screen get started option is given for get start","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.comed.mobile-screens/screenshot_1.png","screen shows a popup of mandatory update of app version with fullscreen text","on top part there are some text about end user licence aggrement","in the middle there is a popup of mandatory update","on the bottom there is a button cancel","above the cancel button there is a button accept","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/media.music.musicplayer-screens/screenshot_1.png","screen shows drag list alert message is given","in alert message playlist1 option are given","in alert message playlist2 option are given","in back of the alert message setting option is given","in back of the alert message search option is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lyrebirdstudio.mirror-screens/screenshot_3.png","the screen allows the user to see images","the left arrow allows the user to go back to the previous screen","the lower right arrow allows the user to hit next","the top left image allows the user to click and select the image","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.oyo.oyoapp-screens/screenshot_3.png","screen show einstellungen page","in top of the screen menu option is givenf or user needs","in top of the screen deutsch search bar is given for user needs","in top of the screen chf swiss francsearch bar is given for user needs","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.lyrebirdstudio.pip_collage-screens/screenshot_3.png","screen shows new features of an app","on the top left there is a whats new heading","from top to bottom there are some text information about the new feature options of the app","on the bottom left there is a more button","on the bottom right the is a ok button","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.zentertain.photocollage-screens/screenshot_2.png","allows users to view photos","arrow button on top left corner allows user to go back","image in top left corner can be clicked to be enlarged","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/tr.com.mnk.nurettin.drumfortoddlers-screens/screenshot_1.png","screen shows google play store app","in top left corner there is a menu option where user can view all menu","in top right corner there is a search option where user can search apps","in center of the screen there is a content or details about app","in bottom there is a button where user can buy app","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.nglish.spanish.english.translator-screens/screenshot_3.png","this screen allows users to access the various functionalities of the language learning app","across the top are buttons to access the app options search function and microphone","below the topmost buttons are another set of controls to access a game cards or list of words","in the center is a list of words being studied along with embedded ads","on each words row to the left are controls for sharing adding to favorites or hearing the word spoken aloud","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.quickmobile.johndeere16-screens/screenshot_4.png","screen show disclaimer guidelines for user understand","in screen guidelines are given for user understand","in top of the screen privacy statement url is given","bottom of the screen accept option is given","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.diycarrepairfasf-screens/screenshot_3.png","screen shows car repair application","in top right corner there is a setting option where user can change their settings","right of the setting option there is a next option where user can go to next","in center of the screen there is a image for car repair","bottom of the screen there is a swipe option where user can swipe this page","N/A"
